"wage","lwage","educ","nearc4","nearc2","black","smsa","south","exper","expersq","married","age","fatheduc","motheduc","IQ","KWW"
837,6.72982406616211,18,1,1,0,1,0,10,100,1,34,12,10,107,49
625,6.43775177001953,16,1,1,0,1,0,2,4,6,24,NA,NA,NA,41
563,6.33328008651733,16,1,1,0,1,0,6,36,1,28,NA,NA,111,41
1410,7.25134515762329,16,1,1,0,1,0,6,36,1,28,10,10,102,43
480,6.17378616333008,12,1,1,0,1,0,7,49,1,25,NA,12,115,30
600,6.39693021774292,12,1,1,0,1,0,6,36,6,24,7,8,94,32
300,5.70378303527832,9,1,1,0,1,0,13,169,1,28,NA,0,NA,30
505,6.22455787658691,9,1,1,0,1,0,10,100,1,25,NA,0,NA,20
417,6.03308582305908,14,1,1,1,1,0,5,25,6,25,7,12,92,31
300,5.70378303527832,12,1,1,1,1,0,6,36,1,24,7,12,NA,27
865,6.76273012161255,18,1,1,0,1,0,3,9,6,27,14,14,NA,37
300,5.70378303527832,16,1,1,0,1,0,3,9,6,25,16,13,116,33
721,6.58063888549805,12,1,1,0,1,0,14,196,1,32,9,6,101,41
856,6.75227022171021,12,1,1,0,1,0,16,256,1,34,8,NA,99,32
738,6.60394382476807,10,1,1,0,1,0,14,196,1,30,10,7,106,42
1058,6.96413612365723,17,1,1,1,1,0,8,64,1,31,15,12,NA,40
529,6.27098798751831,12,1,1,1,1,0,14,196,6,32,6,8,NA,25
572,6.34913921356201,11,1,1,0,1,0,17,289,1,34,6,NA,122,30
805,6.69084215164185,12,1,1,0,0,0,14,196,1,32,NA,9,88,32
400,5.99146509170532,10,1,1,0,1,0,14,196,6,30,6,8,59,28
962,6.86901378631592,18,1,1,0,1,0,5,25,1,29,12,16,126,48
817,6.70563888549805,18,1,1,0,1,0,3,9,6,27,13,16,126,40
740,6.60664987564087,13,1,1,0,1,0,9,81,1,28,14,12,NA,47
721,6.58063888549805,18,1,1,0,1,0,6,36,1,30,12,12,105,54
913,6.81673622131348,18,1,1,0,1,0,0,0,6,24,16,16,123,29
379,5.93753576278687,17,1,1,0,1,0,4,16,6,27,8,12,119,30
350,5.85793304443359,14,1,1,0,1,0,6,36,6,26,8,12,108,35
694,6.54247188568115,11,1,1,0,1,0,16,256,6,33,8,8,93,36
1014,6.92165803909302,12,1,1,0,1,1,14,196,4,32,NA,12,82,38
1136,7.03526878356934,18,1,1,0,1,0,10,100,1,34,16,16,123,49
1709,7.44366407394409,18,1,1,0,1,0,6,36,1,30,16,16,134,45
529,6.27098798751831,12,1,1,0,1,0,8,64,1,26,12,8,84,29
673,6.5117449760437,17,1,1,1,1,0,9,81,6,32,12,16,101,38
1010,6.91770601272583,17,1,1,0,1,0,5,25,4,28,16,13,125,45
846,6.74052000045776,18,1,1,0,1,0,4,16,1,28,17,12,117,43
710,6.56526517868042,11,1,1,0,1,0,10,100,1,27,12,12,98,36
820,6.709303855896,16,1,1,0,0,0,4,16,1,26,12,13,118,41
447,6.10255908966064,12,1,1,0,1,0,6,36,6,24,12,13,NA,NA
500,6.21460819244385,15,1,1,0,1,0,4,16,1,25,9,10,129,26
1049,6.95559310913086,16,1,1,0,1,0,9,81,1,31,12,12,96,44
1202,7.09174203872681,18,1,1,0,1,0,5,25,1,29,16,12,124,40
690,6.53669214248657,12,1,1,0,1,0,15,225,1,33,8,NA,NA,27
648,6.47389078140259,16,1,1,0,1,0,6,36,1,28,8,10,122,42
875,6.77422380447388,13,1,1,0,1,0,11,121,1,30,12,12,85,37
548,6.30627489089966,17,1,1,0,1,0,2,4,1,25,12,12,112,39
600,6.39693021774292,7,1,1,0,1,0,15,225,1,28,8,9,NA,30
2244,7.71601486206055,15,1,1,0,1,0,13,169,1,34,12,8,111,45
1442,7.27378702163696,12,1,1,0,1,0,13,169,1,31,12,8,90,42
320,5.76832103729248,12,1,1,1,1,0,16,256,1,34,NA,NA,NA,38
1262,7.14045286178589,18,1,1,0,1,0,9,81,1,33,10,16,101,43
600,6.39693021774292,12,1,1,0,1,0,6,36,1,24,11,9,100,18
300,5.70378303527832,11,1,1,1,1,0,9,81,6,26,NA,10,95,25
538,6.28785800933838,16,1,1,0,1,0,2,4,6,24,12,12,120,44
744,6.61204099655151,12,1,1,0,0,0,15,225,1,33,11,NA,NA,44
846,6.74052000045776,12,1,1,0,1,0,15,225,1,33,NA,12,101,36
813,6.70073080062866,16,1,1,0,1,0,7,49,1,29,12,12,NA,44
1000,6.90775489807129,12,1,1,0,1,0,10,100,1,28,NA,8,90,34
561,6.32972097396851,16,1,1,0,1,0,4,16,1,26,12,15,122,34
285,5.65248918533325,18,1,1,0,1,0,2,4,6,26,18,18,140,41
437,6.07993316650391,16,1,1,0,1,0,5,25,1,27,16,12,106,37
325,5.7838249206543,13,1,1,0,1,0,6,36,6,25,12,12,93,27
580,6.36302804946899,16,1,1,0,1,0,6,36,1,28,10,12,119,30
588,6.37672710418701,16,1,1,1,1,0,4,16,4,26,12,12,95,33
801,6.68586111068726,18,1,1,0,1,0,5,25,1,29,14,12,115,44
312,5.74300289154053,14,1,1,0,1,0,5,25,6,25,8,10,119,32
250,5.52146100997925,12,1,1,1,1,0,11,121,6,29,4,11,67,19
500,6.21460819244385,15,1,1,1,1,0,6,36,5,27,4,11,97,34
750,6.62007284164429,12,1,1,1,1,0,15,225,1,33,NA,12,111,28
343,5.83772993087769,13,1,1,0,1,1,12,144,1,31,11,11,101,41
250,5.52146100997925,15,1,1,0,1,0,7,49,4,28,11,11,112,32
700,6.55108022689819,16,1,1,0,1,0,2,4,1,24,12,10,107,26
400,5.99146509170532,12,1,1,0,1,0,7,49,6,25,8,8,93,22
555,6.31896781921387,17,1,1,0,1,0,4,16,1,27,14,12,122,37
699,6.54965114593506,15,1,1,0,1,0,7,49,1,28,12,12,106,38
1923,7.56164216995239,14,1,1,0,1,0,4,16,1,24,12,12,NA,31
1216,7.10332202911377,18,1,1,0,1,0,8,64,6,32,NA,10,127,49
615,6.42162179946899,16,1,1,0,1,0,7,49,1,29,12,12,113,35
745,6.61338376998901,14,1,1,0,1,0,5,25,6,25,12,12,115,36
458,6.12686920166016,16,1,1,0,1,0,2,4,6,24,18,14,NA,37
647,6.47234582901001,18,1,1,0,1,0,1,1,6,25,16,10,118,45
745,6.61338376998901,12,1,1,0,1,0,7,49,1,25,8,12,106,37
815,6.70318794250488,16,1,1,0,1,1,3,9,1,25,17,12,118,40
865,6.76273012161255,16,1,1,0,1,0,9,81,1,31,13,10,126,46
542,6.29526615142822,12,1,1,0,1,0,10,100,1,28,7,8,95,40
365,5.89989805221558,13,1,1,0,1,0,8,64,1,27,18,12,107,35
417,6.03308582305908,10,1,1,0,1,0,8,64,1,24,18,12,100,32
657,6.48768377304077,16,1,1,0,1,0,5,25,6,27,NA,12,102,40
529,6.27098798751831,15,1,1,0,1,0,5,25,6,26,NA,12,113,43
851,6.74641180038452,17,1,1,0,1,0,6,36,1,29,8,12,96,46
663,6.49677515029907,12,1,1,0,1,0,7,49,1,25,12,9,106,32
529,6.27098798751831,16,1,1,0,1,0,2,4,1,24,12,12,NA,33
889,6.7900972366333,18,1,1,0,1,0,4,16,1,28,9,12,111,47
865,6.76273012161255,17,1,1,0,1,1,5,25,1,28,NA,12,113,43
231,5.44241809844971,18,1,1,0,1,1,2,4,1,26,18,12,138,46
802,6.68710899353027,12,1,1,0,0,1,14,196,1,32,10,9,110,NA
533,6.27852201461792,13,1,1,0,1,0,8,64,1,27,12,12,105,50
775,6.65286302566528,15,1,1,1,1,0,4,16,1,25,12,14,85,29
476,6.16541814804077,14,1,1,1,1,0,4,16,6,24,12,14,NA,26
865,6.76273012161255,16,1,1,0,1,0,11,121,1,33,16,NA,113,46
1014,6.92165803909302,16,1,1,0,0,0,6,36,1,28,10,12,117,51
641,6.46302890777588,18,1,1,0,1,0,8,64,1,32,16,16,126,56
333,5.8081431388855,16,1,1,0,1,0,2,4,1,24,10,10,125,34
556,6.32076787948608,11,1,1,1,1,0,17,289,1,34,8,9,NA,18
528,6.26909589767456,18,1,1,0,1,0,2,4,5,26,8,12,125,37
635,6.45362520217896,12,1,1,0,1,0,8,64,1,26,12,12,NA,32
500,6.21460819244385,11,1,1,1,1,1,10,100,1,27,3,NA,NA,37
1154,7.05099010467529,16,1,1,1,1,0,12,144,1,34,NA,12,89,49
855,6.75110101699829,18,1,1,0,1,0,2,4,1,26,NA,NA,NA,40
479,6.17170000076294,12,1,1,0,0,0,10,100,1,28,16,12,NA,38
817,6.70563888549805,18,1,1,0,1,1,1,1,1,25,12,11,125,31
692,6.53958606719971,18,1,1,0,1,0,5,25,1,29,18,12,129,47
989,6.89669418334961,16,1,1,0,0,0,11,121,1,33,12,8,118,47
447,6.10255908966064,16,1,1,0,1,1,9,81,1,31,NA,12,114,34
1002,6.90975284576416,18,1,1,0,1,0,10,100,1,34,16,12,121,40
1241,7.12367296218872,18,1,1,0,1,0,10,100,5,34,12,12,115,51
921,6.8254599571228,14,1,1,0,0,0,12,144,1,32,NA,12,120,44
571,6.34738922119141,12,1,1,0,1,0,10,100,6,28,7,8,85,37
525,6.26339817047119,12,1,1,0,1,0,13,169,1,31,6,11,109,43
1154,7.05099010467529,12,1,1,0,1,0,10,100,1,28,8,12,117,42
480,6.17378616333008,12,1,1,1,1,0,6,36,1,24,5,10,NA,31
839,6.73221111297607,11,1,1,0,1,0,7,49,1,24,NA,10,NA,29
1402,7.24565505981445,14,1,1,0,1,0,13,169,1,33,10,10,NA,42
400,5.99146509170532,13,1,1,1,1,0,8,64,6,27,NA,NA,NA,21
710,6.56526517868042,12,1,1,0,1,0,15,225,6,33,12,8,NA,43
635,6.45362520217896,14,1,1,0,1,0,4,16,1,24,10,12,104,29
388,5.96100521087646,13,1,1,0,1,0,7,49,6,26,11,12,109,28
688,6.53378915786743,12,1,1,0,1,0,8,64,1,26,8,10,105,28
630,6.44572019577026,12,1,1,0,1,0,16,256,1,34,NA,NA,85,36
1044,6.95081520080566,15,1,0,0,1,0,13,169,6,34,12,8,115,38
577,6.35784196853638,12,1,0,0,1,0,6,36,1,24,NA,12,NA,41
500,6.21460819244385,12,1,0,0,1,0,7,49,6,25,NA,12,89,38
781,6.6605749130249,12,1,1,0,0,0,16,256,1,34,NA,12,85,50
577,6.35784196853638,13,1,1,0,1,0,7,49,1,26,12,11,102,34
525,6.26339817047119,13,1,1,0,1,0,6,36,5,25,12,11,109,39
385,5.95324277877808,17,1,1,0,1,0,5,25,1,28,12,12,107,39
625,6.43775177001953,12,1,0,0,1,0,11,121,1,29,8,NA,NA,35
625,6.43775177001953,16,1,0,0,1,0,6,36,1,28,11,11,103,32
475,6.16331481933594,13,1,0,0,1,0,7,49,1,26,10,12,83,34
659,6.49072408676147,14,1,0,0,1,0,5,25,1,25,12,12,112,32
425,6.05208921432495,16,1,0,0,1,0,2,4,6,24,12,12,NA,30
524,6.2614917755127,14,1,0,0,1,0,5,25,1,25,10,11,106,32
625,6.43775177001953,12,0,0,0,1,0,8,64,1,26,10,10,101,30
1010,6.91770601272583,16,0,0,0,1,0,9,81,1,31,9,12,105,47
601,6.39859485626221,12,0,0,0,1,0,8,64,1,26,9,12,116,40
808,6.69456195831299,12,0,0,0,1,0,9,81,1,27,NA,11,NA,22
426,6.05444002151489,12,0,0,0,1,0,10,100,1,28,7,7,90,22
1060,6.96602392196655,12,0,0,0,1,0,12,144,1,30,5,11,91,28
414,6.02586603164673,12,0,0,0,1,0,8,64,1,26,5,11,128,41
492,6.19847917556763,12,0,0,0,1,0,12,144,1,30,NA,7,110,34
325,5.7838249206543,12,0,0,0,1,0,9,81,1,27,NA,7,93,28
275,5.61677122116089,12,0,0,0,1,0,10,100,4,28,12,7,75,33
291,5.67332315444946,12,0,0,0,1,0,7,49,6,25,8,12,94,17
731,6.5944128036499,18,0,0,0,1,1,7,49,1,31,16,NA,NA,39
488,6.19031476974487,14,0,0,0,1,1,6,36,1,26,12,12,112,38
337,5.8200831413269,14,0,0,0,1,0,4,16,6,24,12,12,121,32
725,6.58617210388184,12,0,0,0,1,0,9,81,1,27,12,12,100,33
440,6.0867748260498,13,0,0,0,0,0,6,36,1,25,12,12,109,27
641,6.46302890777588,16,0,0,0,0,0,5,25,1,27,8,8,122,38
375,5.92692613601685,12,0,0,0,1,0,10,100,6,28,8,11,102,26
481,6.17586708068848,12,0,0,0,1,0,7,49,1,25,NA,NA,131,34
925,6.82979393005371,14,0,0,0,1,0,9,81,1,29,10,8,122,38
514,6.24222278594971,12,0,0,0,1,0,8,64,4,26,12,12,NA,NA
1065,6.97072982788086,12,0,0,0,1,0,15,225,1,33,10,10,105,38
638,6.45833778381348,12,0,0,0,1,0,10,100,1,28,NA,10,103,36
739,6.60529804229736,12,0,0,0,1,0,14,196,1,32,9,9,113,37
493,6.2005090713501,12,0,0,0,1,0,8,64,1,26,12,8,104,34
650,6.47697305679321,10,0,0,0,1,1,8,64,1,24,12,9,NA,26
308,5.73010015487671,7,0,0,0,1,0,18,324,4,31,5,8,NA,33
629,6.44413089752197,16,0,0,0,1,0,8,64,1,30,11,9,124,43
409,6.01371479034424,13,0,0,0,0,0,9,81,1,28,8,12,110,31
600,6.39693021774292,18,0,0,0,1,0,9,81,6,33,NA,NA,112,39
745,6.61338376998901,12,0,0,0,0,0,10,100,1,28,11,12,104,34
625,6.43775177001953,17,0,0,0,1,0,8,64,1,31,NA,NA,96,37
549,6.30809783935547,12,0,0,0,0,0,11,121,1,29,12,12,95,37
326,5.7868971824646,15,0,0,0,0,0,3,9,6,24,12,12,95,32
258,5.55295896530151,9,0,0,0,0,0,11,121,1,26,7,NA,NA,20
875,6.77422380447388,12,1,0,0,1,0,8,64,1,26,12,12,103,40
639,6.45990514755249,12,1,0,0,0,0,7,49,1,25,12,12,116,48
667,6.50278997421265,11,1,0,0,0,0,16,256,1,33,7,7,NA,37
504,6.22257614135742,14,1,0,0,1,1,9,81,1,29,12,12,95,45
313,5.74620294570923,17,1,0,0,1,1,2,4,6,25,12,12,101,38
1010,6.91770601272583,18,1,0,0,1,1,3,9,1,27,NA,12,NA,44
1000,6.90775489807129,10,1,0,0,0,0,17,289,1,33,8,9,NA,34
721,6.58063888549805,16,1,0,0,0,0,6,36,1,28,NA,18,120,39
785,6.66568422317505,12,1,0,0,0,0,9,81,1,27,8,8,102,39
546,6.30261898040771,12,1,0,0,0,0,16,256,1,34,8,12,105,39
828,6.71901321411133,12,1,0,0,0,0,7,49,4,25,8,8,103,28
159,5.06890392303467,12,1,0,0,0,0,7,49,1,25,10,10,94,30
700,6.55108022689819,10,1,0,0,0,0,11,121,1,27,10,6,NA,22
721,6.58063888549805,13,1,0,0,0,0,9,81,1,28,10,12,102,36
304,5.71702814102173,12,1,0,0,0,0,6,36,1,24,10,12,NA,14
553,6.31535816192627,16,1,0,0,1,0,3,9,6,25,12,16,112,31
542,6.29526615142822,14,1,0,0,1,1,6,36,1,26,7,6,101,35
509,6.2324481010437,16,1,0,0,0,0,2,4,1,24,12,12,121,30
385,5.95324277877808,16,1,0,0,0,0,2,4,1,24,12,12,105,40
1442,7.27378702163696,12,0,1,0,1,0,14,196,1,32,10,8,96,42
879,6.77878522872925,16,0,1,0,1,0,10,100,1,32,14,14,128,45
1000,6.90775489807129,13,0,1,0,1,0,5,25,6,24,16,14,NA,37
863,6.76041507720947,12,0,1,0,0,0,10,100,1,28,12,9,110,26
740,6.60664987564087,12,0,1,0,0,0,9,81,1,27,11,12,92,32
889,6.7900972366333,12,0,1,0,0,0,16,256,1,34,NA,NA,87,39
458,6.12686920166016,15,0,1,0,1,0,8,64,1,29,9,10,126,34
450,6.10924816131592,12,1,0,0,1,0,16,256,1,34,NA,9,98,34
700,6.55108022689819,12,1,0,0,1,0,16,256,1,34,NA,NA,103,39
744,6.61204099655151,14,1,0,0,1,0,13,169,1,33,8,12,122,49
889,6.7900972366333,16,1,0,0,1,0,10,100,1,32,12,11,109,43
692,6.53958606719971,18,1,0,0,1,0,8,64,1,32,12,12,125,37
604,6.40357398986816,18,1,0,0,0,0,9,81,1,33,12,12,119,38
625,6.43775177001953,18,1,0,0,1,0,6,36,1,30,NA,14,97,42
746,6.61472606658936,14,1,0,0,1,0,13,169,1,33,8,12,103,36
726,6.58755016326904,18,1,0,0,1,0,9,81,1,33,8,16,95,42
560,6.32793712615967,12,1,0,0,1,0,12,144,1,30,8,10,99,40
424,6.04973411560059,12,1,0,0,0,0,8,64,1,26,12,10,106,31
400,5.99146509170532,12,1,0,0,0,0,8,64,1,26,NA,12,117,33
250,5.52146100997925,14,1,0,0,1,0,6,36,5,26,12,12,112,40
646,6.4707989692688,13,1,0,0,1,0,7,49,1,26,8,12,136,30
598,6.39359092712402,12,1,0,0,1,0,6,36,1,24,12,12,NA,35
1000,6.90775489807129,12,1,0,0,1,0,9,81,5,27,8,8,110,33
528,6.26909589767456,12,1,1,0,0,0,10,100,1,28,12,13,111,26
481,6.17586708068848,12,1,1,0,0,0,8,64,4,26,12,13,115,32
850,6.74523591995239,12,1,1,0,0,0,15,225,1,33,6,12,90,47
506,6.22653722763062,14,1,1,0,0,0,10,100,1,30,NA,NA,98,45
512,6.23832511901855,12,1,1,0,1,0,11,121,1,29,8,8,106,41
220,5.39362812042236,11,1,1,0,1,0,9,81,6,26,NA,9,NA,20
154,5.03695201873779,16,1,1,0,1,0,2,4,6,24,NA,NA,NA,38
240,5.48063898086548,12,1,1,0,1,0,13,169,1,31,11,12,95,44
557,6.32256507873535,12,1,1,0,1,0,10,100,1,28,11,12,115,43
500,6.21460819244385,15,1,1,0,1,0,6,36,6,27,12,12,106,40
372,5.91889381408691,16,1,1,0,1,0,4,16,1,26,NA,NA,102,34
350,5.85793304443359,10,1,1,0,0,0,9,81,5,25,8,8,91,26
584,6.36990118026733,12,1,1,0,0,0,8,64,1,26,8,8,114,26
515,6.2441668510437,13,1,1,0,0,0,7,49,5,26,10,12,92,34
390,5.96614694595337,12,0,0,0,0,0,11,121,5,29,NA,NA,111,43
280,5.63478899002075,16,0,0,0,0,0,3,9,4,25,12,12,111,34
690,6.53669214248657,12,0,0,0,0,0,15,225,1,33,NA,12,NA,38
300,5.70378303527832,12,0,0,0,0,0,8,64,1,26,NA,12,96,30
635,6.45362520217896,17,0,0,0,0,0,4,16,1,27,12,13,119,36
342,5.83481121063232,13,0,0,0,0,0,7,49,1,26,12,13,85,32
505,6.22455787658691,16,0,0,0,0,0,4,16,1,26,12,12,98,34
356,5.87493085861206,13,0,0,0,0,0,5,25,1,24,12,12,114,30
262,5.56834506988525,12,0,0,0,0,0,15,225,1,33,NA,NA,79,39
400,5.99146509170532,10,0,0,0,0,0,16,256,1,32,NA,NA,NA,30
740,6.60664987564087,13,0,0,0,0,0,10,100,1,29,16,16,108,42
342,5.83481121063232,12,0,0,0,0,0,16,256,1,34,8,12,NA,NA
276,5.62040090560913,15,0,0,0,0,0,8,64,6,29,8,12,121,39
427,6.05678415298462,9,0,0,0,0,0,9,81,6,24,10,12,NA,36
239,5.47646284103394,12,0,0,0,0,0,7,49,1,25,12,NA,117,40
385,5.95324277877808,13,0,0,0,0,0,5,25,1,24,12,NA,NA,21
350,5.85793304443359,12,0,0,0,0,0,11,121,1,29,4,8,107,32
599,6.39526176452637,12,0,0,0,0,0,11,121,1,29,NA,NA,103,40
750,6.62007284164429,15,0,0,0,1,0,10,100,1,31,10,12,105,45
692,6.53958606719971,16,0,0,0,0,0,11,121,1,33,12,9,105,41
147,4.99043321609497,12,0,0,0,0,0,16,256,1,34,12,14,88,43
280,5.63478899002075,12,1,1,0,1,0,8,64,1,26,12,10,96,34
769,6.64509105682373,18,1,1,0,1,0,8,64,1,32,NA,7,105,46
1010,6.91770601272583,13,1,1,0,1,0,13,169,4,32,7,12,NA,41
517,6.24804306030273,14,1,1,0,0,0,6,36,1,26,16,14,100,34
400,5.99146509170532,16,1,1,0,0,0,4,16,6,26,16,14,116,43
375,5.92692613601685,12,1,1,0,0,0,7,49,1,25,12,10,86,22
596,6.39024114608765,12,1,0,0,0,0,13,169,1,31,12,10,88,27
350,5.85793304443359,7,1,0,0,0,0,18,324,1,31,NA,NA,NA,34
417,6.03308582305908,11,1,0,0,0,0,16,256,1,33,NA,NA,97,34
338,5.82304620742798,16,1,0,0,0,0,7,49,5,29,NA,12,112,43
481,6.17586708068848,18,1,0,0,0,0,2,4,6,26,18,14,125,35
500,6.21460819244385,12,1,0,0,0,0,10,100,1,28,11,11,NA,12
305,5.72031211853027,12,1,0,0,0,0,9,81,4,27,NA,NA,NA,37
450,6.10924816131592,10,1,0,0,0,0,18,324,1,34,9,NA,84,31
769,6.64509105682373,16,1,1,0,1,0,7,49,1,29,14,12,117,45
721,6.58063888549805,16,1,1,0,1,0,4,16,6,26,14,12,110,42
1000,6.90775489807129,13,1,1,0,1,0,10,100,1,29,NA,9,104,32
625,6.43775177001953,14,1,1,0,1,0,10,100,1,30,12,12,101,35
817,6.70563888549805,16,1,1,0,1,0,4,16,1,26,12,11,99,33
377,5.93224477767944,12,1,1,0,1,0,16,256,1,34,8,NA,87,35
708,6.56244421005249,12,1,1,0,1,0,15,225,1,33,NA,NA,101,43
411,6.01859283447266,14,1,1,0,1,0,4,16,1,24,12,12,117,31
1339,7.19967794418335,13,1,1,0,1,0,13,169,1,32,NA,NA,108,41
716,6.57367992401123,12,1,1,0,0,0,16,256,1,34,NA,1,NA,42
192,5.25749492645264,10,1,1,1,1,0,16,256,4,32,NA,9,86,37
797,6.68085479736328,16,1,1,1,1,0,10,100,6,32,8,NA,NA,43
924,6.82871198654175,16,1,1,1,1,0,12,144,1,34,10,10,69,33
240,5.48063898086548,15,1,1,1,1,0,5,25,6,26,18,16,105,30
625,6.43775177001953,13,1,1,0,1,0,6,36,1,25,12,12,104,39
1025,6.93244791030884,8,1,1,0,1,0,10,100,1,24,7,10,NA,34
503,6.22059011459351,12,1,1,1,0,1,10,100,1,28,9,11,109,38
462,6.13556480407715,16,1,1,0,1,0,6,36,1,28,8,8,85,39
476,6.16541814804077,16,1,1,0,0,0,3,9,1,25,9,11,114,36
500,6.21460819244385,15,1,1,0,1,1,5,25,4,26,8,13,99,33
1000,6.90775489807129,12,1,1,0,0,0,16,256,1,34,NA,NA,NA,42
663,6.49677515029907,13,1,1,0,0,0,15,225,1,34,NA,NA,90,46
707,6.56103086471558,15,1,1,0,1,0,13,169,1,34,12,12,119,46
928,6.83303213119507,16,1,1,0,1,1,9,81,1,31,NA,NA,120,42
300,5.70378303527832,12,1,1,0,0,0,6,36,1,24,NA,NA,NA,36
365,5.89989805221558,15,1,1,0,1,0,6,36,1,27,18,12,112,46
645,6.46925020217896,12,1,1,0,1,0,12,144,1,30,NA,NA,97,NA
462,6.13556480407715,18,1,0,0,0,0,1,1,1,25,14,12,107,30
1026,6.93342304229736,18,1,0,0,1,0,9,81,1,33,8,12,117,41
525,6.26339817047119,12,1,0,0,1,0,6,36,1,24,12,12,NA,34
375,5.92692613601685,18,1,0,0,1,0,5,25,6,29,16,16,125,41
1538,7.33823776245117,18,1,0,0,1,0,10,100,1,34,18,16,112,47
923,6.82762908935547,18,1,0,0,1,0,9,81,5,33,18,14,106,46
568,6.34212207794189,13,1,0,0,1,0,7,49,4,26,8,12,104,40
600,6.39693021774292,14,1,0,0,1,0,5,25,6,25,8,12,89,23
721,6.58063888549805,15,1,0,0,1,0,6,36,1,27,17,12,116,38
1116,7.01750612258911,17,1,0,0,1,0,1,1,6,24,18,12,NA,46
712,6.56807804107666,14,1,0,0,1,0,7,49,1,27,NA,8,123,44
808,6.69456195831299,16,1,0,0,1,0,7,49,1,29,NA,8,118,40
925,6.82979393005371,11,1,0,0,1,0,10,100,1,27,8,12,106,31
550,6.30991792678833,9,1,0,0,1,0,10,100,4,25,NA,NA,NA,22
271,5.60211896896362,12,1,0,0,1,0,8,64,6,26,NA,NA,91,20
833,6.72503423690796,7,1,1,0,1,0,19,361,1,32,8,11,NA,22
1200,7.09007692337036,12,1,1,0,1,0,12,144,1,30,7,12,103,29
581,6.36475086212158,14,1,1,0,1,0,13,169,1,33,6,8,114,40
686,6.5308780670166,17,1,1,1,1,0,11,121,1,34,12,8,105,41
1000,6.90775489807129,18,1,1,1,1,0,8,64,1,32,12,8,84,34
537,6.28599786758423,13,1,1,1,1,0,5,25,6,24,9,8,NA,31
690,6.53669214248657,12,1,1,1,1,0,10,100,1,28,NA,11,89,32
500,6.21460819244385,12,1,1,0,1,0,10,100,6,28,12,16,81,36
750,6.62007284164429,13,1,0,0,1,0,14,196,1,33,3,12,118,36
913,6.81673622131348,17,1,0,0,1,1,6,36,1,29,8,16,91,38
600,6.39693021774292,15,1,0,0,1,0,3,9,6,24,8,16,NA,19
577,6.35784196853638,16,1,0,0,1,0,2,4,6,24,12,12,113,29
601,6.39859485626221,12,1,0,0,1,0,8,64,1,26,8,12,121,38
577,6.35784196853638,12,1,0,0,1,0,13,169,1,31,6,12,102,36
677,6.51767110824585,12,1,0,0,1,0,14,196,5,32,NA,6,104,36
473,6.15909481048584,18,1,0,1,1,0,3,9,1,27,9,10,106,31
350,5.85793304443359,14,1,0,0,1,0,4,16,1,24,8,12,NA,39
620,6.42971897125244,15,1,0,0,1,0,11,121,1,32,9,12,108,45
378,5.93489408493042,16,1,0,0,1,0,2,4,6,24,12,12,108,41
243,5.49306201934814,16,1,0,0,1,0,3,9,6,25,16,13,121,51
750,6.62007284164429,12,1,0,0,1,0,8,64,4,26,7,12,87,NA
441,6.08904504776001,18,1,0,0,0,0,6,36,1,30,12,14,107,35
688,6.53378915786743,14,1,0,0,1,0,9,81,6,29,12,14,112,43
501,6.21660614013672,18,1,0,0,0,0,1,1,1,25,12,14,116,29
400,5.99146509170532,12,1,0,0,1,0,11,121,6,29,12,12,115,36
981,6.88857316970825,12,1,0,0,1,0,8,64,1,26,12,12,107,39
649,6.47543287277222,14,1,1,0,1,1,10,100,1,30,12,12,117,36
625,6.43775177001953,12,1,1,0,1,0,14,196,1,32,NA,NA,110,36
707,6.56103086471558,16,1,1,1,1,0,6,36,1,28,12,11,97,35
1043,6.94985580444336,12,1,1,0,1,0,11,121,4,29,11,12,96,42
761,6.63463401794434,12,1,1,0,1,0,9,81,1,27,8,8,NA,45
524,6.2614917755127,13,1,1,0,0,0,6,36,1,25,14,12,NA,28
575,6.3543701171875,13,1,1,1,1,0,8,64,1,27,6,6,91,34
865,6.76273012161255,14,1,1,1,1,0,6,36,6,26,NA,6,97,31
713,6.56948089599609,12,1,1,1,1,0,10,100,1,28,12,8,90,38
673,6.5117449760437,16,1,1,0,1,0,5,25,1,27,7,8,112,NA
662,6.49526500701904,12,1,1,0,1,0,7,49,1,25,7,8,97,27
543,6.29710912704468,14,1,1,0,1,0,9,81,1,29,11,8,120,45
525,6.26339817047119,13,1,1,0,1,0,6,36,6,25,12,12,109,40
640,6.46146821975708,12,1,1,0,1,0,10,100,1,28,NA,8,NA,36
297,5.69373178482056,12,1,1,0,1,0,8,64,6,26,NA,8,NA,26
947,6.85329914093018,8,1,1,1,1,0,19,361,5,33,NA,NA,NA,37
500,6.21460819244385,12,1,1,1,1,0,16,256,1,34,8,9,99,40
620,6.42971897125244,13,1,1,1,1,0,6,36,4,25,5,7,NA,43
277,5.62401819229126,12,1,1,1,1,0,7,49,1,25,NA,10,NA,31
240,5.48063898086548,10,1,0,0,0,1,10,100,1,26,5,8,99,29
240,5.48063898086548,10,1,0,0,0,1,9,81,6,25,5,8,NA,34
462,6.13556480407715,12,1,0,0,1,0,15,225,1,33,NA,NA,85,32
404,6.00141477584839,12,1,0,1,1,0,9,81,6,27,NA,11,97,32
450,6.10924816131592,12,1,0,1,1,0,7,49,1,25,NA,11,95,40
250,5.52146100997925,12,1,0,1,1,0,6,36,6,24,3,2,NA,28
